mention_id,nn_out
133440,0.0170871
133448,0.699745
140711,0.073792
157821,0.966952
185625,0.882714
185630,0.280141
185645,0.841366
185650,0.990915
185653,0.989308
278857,0.0163115
291861,0.195121
396319,0.941879
396332,0.476114
523149,0.0520615
529032,0.614112
568170,0.994961
663356,0.026898
753355,0.949568
842794,0.0437905
846689,0.679297
866559,0.900993
866564,0.243251
897053,0.0274919
897058,0.00190834
924745,0.752327
924749,0.276696
980091,0.222004
980095,0.499217
1040707,0.0540796
1118301,0.808802
1118305,0.145513
1129941,0.783573
1254118,0.0258683
1298743,0.945856
1391328,0.0109409
1399170,0.010808
1459022,0.000899625
1483466,0.00168934
1483482,0.000504522
1561365,0.608814
1561367,0.159113
1632344,0.194002
1724047,0.00362631
1724051,0.0866926
1799820,0.334456
1826827,0.0301415
1826832,0.223912
1826836,0.919654
1831687,0.334251
1831688,0.00487834
2219955,0.0916164
2291574,0.255388
2389810,0.437602
2422439,0.690617
2429690,0.914025
2431570,0.717298
2568127,0.00895812
2822560,0.543903
3174132,0.500802
3320584,0.732798
3345164,0.605787
3519127,0.797029
3710796,0.335704
3721398,0.130213
3722952,0.667391
3730646,0.130792
3734522,0.107496
3736206,0.812012
3753673,0.0216873
3776607,0.0121752
3802598,0.256859
3807244,0.217375
3807246,0.323391
3807248,0.432257
3808072,0.643225
3808074,0.00979166
3811422,0.013232
3811423,0.287217
3811426,0.218321
3811427,0.125724
3811428,0.324325
3811431,0.0445706
3819804,0.691728
3819807,0.882757
3820217,0.0161182
3820683,0.203554
3835713,0.90032
3835759,0.0629163
3836330,0.96781
3836333,0.894107
3836346,0.031485
3837583,0.692383
3837723,0.229093
3838945,0.29603
3840230,0.577247
3843368,0.0257046
3859854,0.657982
3860516,0.933276
3861264,0.0143737
3862196,0.950562
3863202,0.733984
3863203,0.602305
3863206,0.938528
3871266,0.00544963
3874073,0.968789
3879224,0.990292
3880152,0.474046
3880156,0.233416
3880578,0.662293
3881697,0.54842
3881817,0.964344
3882658,0.221696
3882660,0.378962
3882661,0.61179
3882662,0.351451
3882663,0.246636
3889788,0.858614
3890080,0.30904
3894044,0.410862
3896308,0.933276
3900057,0.933276
3901551,0.0267035
3901782,0.909736
3904930,0.0866131
3906788,0.996095
3911418,0.213487
3915198,0.833353
3915398,0.100957
3916903,0.812964
3922768,0.00150025
3923979,0.0501736
3924826,0.923115
3924839,0.00326663
3925855,0.933276
3925940,0.00661401
3927779,0.601062
3928528,0.843786
3931548,0.0789191
3932988,0.176577
3933242,0.978641
3934882,0.039371
3935542,0.951956
3937057,0.0480528
3937766,0.0487923
3937768,0.46825
3942971,0.234003
3942975,0.0233169
3943701,0.933276
3943702,0.51035
3946309,0.211466
3948840,0.570643
3952542,0.215194
3954793,0.432978
3955411,0.144788
3957719,0.693696
3960215,0.181191
3960372,0.42862
3960706,0.491767
3960718,0.373118
3961336,0.171704
3965356,0.65659
3967049,0.430541
3967258,0.538944
3968125,0.977862
3971695,0.994344
3974737,0.563593
3985467,0.132648
3985770,0.799002
3988936,0.933276
3990214,0.992442
3990634,0.0579189
3991108,0.874642
4036073,0.180986
4039059,0.768794
4046042,0.606525
4052500,0.863669
4054819,0.95449
4056242,0.951123
4056284,0.202899
4058712,0.000403155
4058809,0.874309
4059868,0.376232
4059871,0.0543092
4059898,0.0541738
4059916,0.0139393
4060619,0.340209
4062729,0.569903
4064079,0.906824
4065566,0.893695
4065567,0.999317
4065570,0.442652
4066696,0.976602
4067649,0.864985
4076374,0.759248
4076826,0.0769284
4084119,0.454253
4360115,0.722981
4369153,0.589267
4383365,0.777786
4385876,0.933276
4391694,0.444181
4404421,0.861099
4405142,0.0220695
4421285,0.768645
4429866,0.0500865
4430594,0.913861
4431002,0.0343233
4433590,0.0264101
4436282,0.0763902
4436954,0.991044
4441259,0.0663637
4442663,0.998491
4444795,0.00259418
4447277,0.47128
4451289,0.959737
4454841,0.160292
4455102,0.81611
4455179,0.933276
4458178,0.989359
4481739,0.00040662
4485051,0.90452
4485052,0.0489514
4485886,0.207528
4499200,0.650266
4508495,0.997359
4509237,0.393505
4509242,0.395566
4513937,0.0211949
4531296,0.358744
4543884,0.201005
4570914,0.000394665
4582230,0.991442
4583004,0.295727
4585969,0.801744
4588757,0.0348228
4588758,0.922634
4589197,0.267391
4614658,0.000473122
4614665,0.000406379
4614686,0.000313645
4614691,0.000573764
4614693,0.000642231
4614699,0.00029715
4614702,0.00051206
4624709,0.958019
32047,0.0158301
133443,0.738128
135647,0.0356334
135673,0.662588
135678,0.101245
140706,0.631383
185634,0.00419688
400294,0.970158
506305,0.565932
523147,0.0110127
529050,0.383438
663354,0.939159
728396,0.25713
742957,0.0139611
742978,0.0138731
840221,0.0699637
842781,0.531495
842793,0.115657
846691,0.012485
897047,0.565932
897066,0.00100308
924730,0.116051
924759,0.0421606
1068247,0.0091547
1118310,0.0347489
1118313,0.818125
1373696,0.824281
1391310,0.00984561
1391331,0.00159317
1428112,0.000962823
1459012,0.0206615
1483437,0.00667943
1483447,0.00345968
1483457,0.00753706
1483469,0.0049379
1522657,0.00780384
1632324,0.0123306
1632330,0.000288208
1711833,0.0382655
1826819,0.699702
1826824,0.0556344
1831690,0.374993
1924627,0.0135397
1924640,0.00107428
1936084,0.404772
2164244,0.825303
2219948,0.0683545
2322010,0.000504665
2322013,0.00604129
2448338,0.887
2725862,0.014213
2822551,0.19443
2822559,0.0229791
2875173,0.0156359
3271352,0.0325836
3383931,0.742297
3466436,0.00866505
3476049,0.00394281
3722953,0.271669
3725825,0.0745914
3740119,0.839079
3742231,0.458509
3753676,0.565932
3772795,0.18393
3775442,0.00726236
3776793,0.00391875
3783332,0.565932
3789835,0.010385
3790524,0.560045
3802804,0.00771553
3807245,0.0124928
3807314,0.596617
3808259,0.000995873
3810567,0.0700678
3815653,0.219227
3818985,0.00145694
3819805,0.00968355
3820665,0.565932
3836337,0.00869398
3836345,0.00164367
3836351,0.000851584
3836352,0.566162
3836373,0.0508689
3840225,0.973165
3843367,0.920142
3844121,0.91037
3844124,0.279435
3851806,0.013938
3851807,0.121666
3851884,0.0362278
3851885,0.216877
3852232,0.658386
3852985,0.00582312
3858302,0.915384
3859768,0.365358
3860501,0.549208
3860502,0.0283361
3860517,0.187068
3861541,0.153595
3865360,0.973369
3869747,0.0272023
3873927,0.0574278
3874097,0.565932
3878952,0.0174847
3879225,0.0220185
3879788,0.00182482
3880155,0.358791
3880365,0.993391
3881425,0.197693
3881692,0.435879
3881693,0.0790982
3882654,0.218338
3882655,0.0571962
3882664,0.186271
3882666,0.410938
3882668,0.302819
3885218,0.0200966
3887439,0.750969
3887442,0.00904646
3889743,0.0366029
3889744,0.0326329
3890078,0.995686
3891412,0.565932
3894817,0.968152
3895758,0.565932
3895762,0.00549205
3895923,0.565932
3896703,0.235819
3900177,0.046087
3901783,0.75595
3911670,0.308654
3921745,0.99641
3924710,0.000407349
3925779,0.023175
3925856,0.175312
3926236,0.240924
3931464,0.565932
3932987,0.243241
3934320,0.0334061
3935541,0.113879
3937056,0.000326505
3937477,0.0240202
3943704,0.00487392
3944683,0.40861
3944686,0.0519338
3946602,0.524934
3946603,0.0148651
3948841,0.651957
3948842,0.274614
3952540,0.23174
3954794,0.046834
3955314,0.906497
3956140,0.0331381
3957260,0.510026
3957279,0.565932
3961338,0.0293157
3964793,0.744995
3965535,0.0045071
3965619,0.00323443
3967052,0.0773898
3970909,0.565932
3971667,0.988149
3971931,0.00589083
3976059,0.140007
3976974,0.0017229
3980135,0.723923
3985423,0.0772143
3985767,0.785232
3992714,0.0994959
3993398,0.0446483
4045727,0.952613
4045933,0.565932
4054815,0.918635
4054825,0.19101
4056559,0.682066
4059879,0.00256417
4059913,0.0566968
4060782,0.275153
4061452,0.605139
4062071,0.958583
4063284,0.565932
4076373,0.1483
4079060,0.00416704
4079099,0.565932
4084120,0.224379
4084433,0.0154289
4084436,0.0495665
4084974,0.882632
4366456,0.367054
4368550,0.00192876
4373786,0.0180196
4383367,0.186009
4385877,0.00414073
4385879,0.441628
4388189,0.167228
4389792,0.74423
4389793,0.957661
4390728,0.000148283
4423166,0.00646255
4429811,0.792502
4430990,0.565932
4431000,0.565932
4432636,0.565932
4433591,0.00523612
4436285,0.0259978
4441000,0.000912634
4441006,0.00449535
4444783,0.0304302
4444793,0.00184821
4446970,0.998121
4446976,0.00119812
4447291,0.160789
4458176,0.675343
4458177,0.96853
4462555,0.362125
4472821,0.982464
4485453,0.00159373
4496021,0.0562569
4496028,0.00226467
4497944,0.691598
4513939,0.364842
4528252,0.00637607
4529385,0.0161005
4529462,0.00337881
4531609,0.256599
4535658,0.986496
4537652,0.0330533
4540025,0.627084
4540138,0.0136284
4575233,0.565932
4598417,0.176598
4614288,0.0845976
4614651,0.00625674
4614655,0.00276975
4614656,0.00353616
4614669,0.00215364
4614670,0.00120932
4614673,0.00224785
4614689,0.000233091
4614692,8.72282e-05
4614706,0.000143716
4623118,0.0512337
4624713,0.319486
4636901,0.34337
56093,0.273822
56096,0.0323864
133445,0.726222
135646,0.16227
135651,0.0240795
135665,0.0628668
185620,0.00650393
185637,0.0730984
185639,0.0601564
293079,0.130472
396317,0.760662
396328,0.00524893
529036,0.0138474
532177,0.244051
567803,0.000575678
728402,0.368131
742973,0.00789315
753345,0.26804
753350,0.141027
753353,0.71299
840230,0.00318478
842786,0.00247446
1040737,0.00112503
1068244,0.878037
1101253,0.374256
1254115,0.0993511
1373708,0.0258777
1391315,0.00222859
1391349,0.00808013
1459028,0.170864
1483452,9.36276e-05
1632339,0.0143032
1632356,0.0247405
1831675,0.00261317
1936059,0.00267771
2107203,0.247461
2164247,0.0186629
2219944,0.0467788
2219953,0.811465
2291565,0.891694
2322008,0.16227
2389817,0.00529299
2495845,0.00959654
2725857,0.0478241
2772885,0.00379559
2822554,0.0420674
3004576,0.0106649
3004577,0.0197321
3139922,0.3053
3174130,0.306964
3292229,0.00301054
3383929,0.220557
3519129,0.0209815
3701468,0.0015668
3710797,0.804192
3729001,0.0644298
3772798,0.997273
3776608,0.0454864
3789836,0.0316436
3807249,0.0031949
3810565,0.0265421
3811433,0.00148708
3811435,0.00206822
3815656,0.642443
3817652,0.247138
3817653,0.530586
3818112,0.40643
3818986,0.190887
3819803,0.0853536
3820218,0.0650684
3820667,0.0928622
3820682,0.93301
3836331,0.081716
3836336,0.134182
3836339,0.277311
3836342,0.00282824
3836343,0.445195
3836350,0.0500634
3836353,0.101524
3836375,0.00115127
3838343,0.00886821
3847193,0.0706933
3847194,0.00402038
3847196,0.0406613
3851808,0.0164053
3852715,0.544347
3852716,0.0897094
3852984,0.000552259
3857378,0.0550465
3857379,0.0385155
3859767,0.00413258
3860209,0.897491
3861740,0.00030679
3862228,0.652349
3863205,0.00829494
3863671,0.16227
3869133,0.0446289
3869134,0.0247959
3869748,0.00165241
3870787,0.620827
3870794,0.00337095
3871858,0.306467
3872485,0.899288
3873487,0.0271795
3874862,0.342344
3880154,0.17673
3881696,0.551576
3882665,0.011916
3882667,0.00828938
3886807,0.000177264
3890363,0.16227
3893772,0.0105372
3896700,0.0024295
3896826,0.0976809
3899374,0.00613112
3899967,0.206086
3902021,0.957493
3906346,0.811806
3906348,0.495473
3907435,0.00367701
3907456,0.776188
3910125,0.0337141
3922564,0.0796801
3922764,0.110961
3924709,0.10226
3927780,0.0220129
3928527,0.132931
3932276,0.100072
3932986,0.00496383
3933436,0.0274001
3933437,0.16227
3934321,0.467301
3934883,0.0396491
3937767,0.921508
3937848,0.0947639
3940717,0.810974
3942972,0.000206493
3946308,0.579571
3947686,0.0859527
3951693,0.155336
3955315,0.361139
3955316,2.08381e-05
3955695,0.000145273
3956139,0.0240556
3960704,0.0763533
3965620,0.00640037
3967050,0.720699
3967262,0.0202739
3974739,0.00683914
3976434,0.00674848
3976972,0.233875
3980139,0.00151063
3981969,0.956692
3983305,0.038986
3985430,0.00687018
3986902,0.576905
3989636,0.0243894
3991111,0.00222353
3993403,0.0689899
3995343,0.16227
4026759,0.0266077
4029211,0.21114
4030997,0.392299
4032842,0.00474065
4037550,0.464334
4041097,0.00680542
4042021,0.618304
4046040,0.526472
4056556,0.0912983
4058709,0.0412896
4058803,0.0181846
4059884,0.145177
4059893,0.0392901
4059905,0.00429989
4062727,0.0101304
4064077,0.112839
4065568,0.0268712
4065573,0.087502
4073542,0.00256674
4074846,0.0379072
4076825,0.00663407
4077134,0.403963
4078672,0.01183
4084978,0.754385
4084979,0.00204849
4366457,0.0547815
4367912,0.16227
4368547,0.273521
4372998,0.709052
4380964,0.139069
4385875,0.16227
4386205,0.946303
4390726,0.814969
4391159,0.233042
4391692,0.130743
4392772,0.16227
4397087,0.981506
4410623,0.00145564
4410624,0.0280628
4418037,0.000154881
4430996,0.00782154
4430998,0.0461301
4432637,0.921819
4437270,0.347606
4441001,0.0215104
4441256,0.0719993
4444790,0.00359649
4446905,0.862745
4446906,0.0109773
4446977,0.0510025
4450947,0.00141016
4454827,0.676785
4455177,0.16227
4456558,0.00254751
4456559,0.767026
4472823,0.16437
4483026,0.225195
4484362,0.16227
4484363,0.16227
4488998,0.291335
4497942,0.410611
4507946,0.0260868
4512835,0.000581825
4513935,0.02331
4515545,0.16227
4529383,0.0843465
4531297,0.0330836
4575234,0.16227
4580410,0.662017
4582228,0.0957793
4582479,0.16227
4585970,0.818193
4594571,0.216452
4594575,0.0651836
4614662,0.000112953
4614667,3.38736e-05
4614668,4.11931e-05
4614678,0.00597396
4615433,0.637706
4624710,0.524427
4624715,0.488346
4629014,0.00136817
4633594,0.258742
4636902,0.00241734
32044,0.875475
135654,0.021796
135658,0.8701
135668,0.709202
140708,0.478714
157826,0.952787
192691,0.615034
211277,0.287857
362663,0.258527
396323,0.884193
529052,0.00343746
742961,0.0291874
742964,0.0789879
753343,0.485935
773784,0.947635
866550,0.0897712
866568,0.164099
897051,0.00356781
924735,0.30316
980101,0.274864
1391323,0.0353744
1399866,0.758718
1428104,0.0572495
1459044,0.00139067
1472731,0.611282
1483477,0.00529288
1522662,0.0418892
1587626,0.810912
1632315,0.00225957
1632317,0.0500006
1724045,0.721354
1924617,0.000352391
1924622,0.00237958
2107197,0.0688707
2219941,0.693809
2291560,0.0057868
2291586,0.0777874
2327086,0.0734556
2422430,0.881528
2429693,0.916264
2568123,0.00105008
2822558,0.358161
2838387,0.00347141
2875171,0.019066
2875172,0.138761
3271351,0.19268
3292241,0.304296
3292242,0.133244
3486552,0.961349
3519128,0.915166
3519130,0.0967279
3561109,0.0348693
3618274,0.0057398
3618276,0.0190905
3618277,0.0352255
3721380,0.00076369
3721382,0.000420903
3753677,0.246888
3776792,0.136165
3780590,0.0309901
3789834,0.764852
3790756,0.877448
3810566,0.00303092
3811420,0.00249884
3811434,0.0519191
3815652,0.897639
3817651,0.139124
3819925,0.920486
3820666,0.615034
3820668,0.110911
3821912,0.00404196
3821914,0.0587638
3821977,0.105212
3835988,0.615034
3836325,0.75073
3836326,0.876946
3836348,0.122488
3836668,0.615034
3838942,0.00286767
3840222,0.209362
3851880,0.865791
3851881,0.330644
3851883,0.773163
3853965,0.442603
3854855,0.0320886
3854902,0.0475223
3855062,0.994305
3858000,0.0565032
3859845,0.744392
3861739,0.0339399
3862197,0.524763
3863208,0.924266
3870784,0.587443
3870792,0.00116304
3874422,0.17583
3874423,0.21887
3875174,0.62307
3875175,0.0415196
3879786,0.953896
3880153,0.00256995
3881722,0.662079
3885217,0.34497
3885220,0.862086
3886463,0.00697774
3889789,0.539034
3896309,0.984751
3900176,0.166619
3901550,0.912826
3907434,0.587739
3908290,0.615034
3915195,0.779392
3915196,0.898153
3915206,0.871921
3917154,0.748092
3917156,0.0144887
3917946,0.943979
3922759,0.000605213
3922760,0.950904
3922763,0.0386901
3922767,0.964886
3922769,0.0290086
3924544,0.651281
3925938,0.596716
3925942,0.0616844
3927782,0.0529086
3934356,0.961021
3934850,0.844938
3934851,0.962917
3934852,0.93948
3937734,0.547477
3938252,0.44958
3942973,0.000882499
3942974,0.0163655
3944684,0.164654
3944685,0.760016
3944687,0.136997
3952298,0.615034
3952537,0.246518
3956138,0.0291773
3960703,0.993474
3965357,0.68512
3965571,0.492257
3967051,0.964093
3968617,0.43538
3968692,0.40873
3970738,0.188131
3981248,0.906559
3981375,0.0418446
3983312,0.0025661
3983313,0.835735
3985426,0.012506
3989634,0.615034
3992642,0.0047822
3992643,0.618718
3993399,0.542976
4026756,0.78005
4029583,0.98151
4030992,0.447199
4037198,0.597275
4037549,0.828269
4039161,0.0675115
4041099,0.203654
4056257,0.534734
4058696,0.981757
4058807,0.0232253
4059909,0.0377566
4060620,0.0282082
4065569,0.997717
4065571,0.225059
4065574,0.976676
4076827,0.21978
4077058,0.299162
4079100,0.984813
4084435,0.00518309
4090899,0.0487679
4358743,0.00192385
4362334,0.95717
4362367,0.615034
4368545,0.68784
4373921,0.512009
4374244,0.675139
4390727,0.466915
4390863,0.382745
4391158,0.971625
4391695,0.0587638
4394735,0.976019
4394737,0.0433173
4405141,0.060553
4417485,0.949213
4421289,0.46415
4423164,0.0173892
4430595,0.90773
4430988,0.0827319
4430992,0.745576
4440404,0.198373
4441257,0.267911
4441258,0.192231
4441264,0.0525977
4444787,0.0136888
4449274,0.932807
4449285,0.449379
4455173,0.615034
4455182,0.615034
4455185,0.00088801
4467296,0.00716517
4485884,0.107454
4485885,0.90251
4494391,0.00507072
4496375,0.129859
4500457,0.584235
4507945,0.841901
4507947,0.00240419
4509070,0.000881045
4510295,0.881569
4510297,0.00554887
4512837,0.722372
4513933,0.944062
4514509,0.906922
4528254,0.124339
4535661,0.615034
4540024,0.0104847
4543885,0.164547
4570909,0.281745
4570912,0.874244
4592019,0.615034
4614657,0.00294435
4614671,0.00353404
4614680,0.000804218
4614681,0.00178576
4614683,0.00251814
4614685,0.00402578
4614695,0.000828015
4614696,0.0537982
4614697,0.00168704
4614704,0.000762413
4614708,0.00119761
4616794,0.0574162
4621074,0.0863733
4623255,0.307149
4624711,0.450961
4624717,0.044622
4629016,0.132536
4640749,0.012165
32037,0.179484
133433,0.116567
135656,0.374498
278852,0.0372605
364228,0.890606
532172,0.135851
532179,0.00814575
537778,0.199765
537784,0.0215249
663353,0.661929
663355,0.00397149
728398,0.0558796
842790,0.00171562
848834,0.231827
848836,0.0564676
866546,0.0451903
924740,0.0336673
924752,0.658135
980105,0.0407003
1118298,0.0889558
1128894,0.550436
1428110,0.767364
1483472,0.00123644
1522732,0.00472429
1632335,0.00333606
1632349,0.0133984
1799825,0.393905
1924613,0.00449149
1936074,0.221558
1961274,0.19162
1961277,0.0303028
2219942,0.00173827
2291576,0.000310124
2291581,0.0598486
2327080,0.242716
2389801,0.199765
2448335,0.230547
2448342,0.0184005
2448352,0.0650296
2725858,0.0252501
2781513,0.00946635
2805840,0.327823
2822556,0.00201818
3174131,0.0287554
3292239,0.0108495
3320583,0.00584377
3320585,0.475861
3342169,0.914081
3383932,8.38705e-05
3466437,0.0479675
3476050,0.112761
3494822,0.00291033
3561112,0.185588
3618191,0.0741066
3618279,0.00018174
3671024,0.00338403
3710795,0.199765
3710798,0.261222
3710799,0.000334188
3721394,0.00368543
3724887,0.0233868
3729000,0.00857656
3729912,0.992395
3734523,0.00313499
3790525,0.448925
3801413,0.771519
3807247,0.213041
3811439,0.000556129
3817019,0.117758
3819806,0.325544
3821976,0.0113045
3836341,0.0150319
3836374,0.0481889
3837612,0.0183641
3840231,0.00243006
3851070,0.0288492
3851882,0.000111161
3853706,0.0721631
3858253,0.0312864
3859846,0.547153
3860207,0.0178067
3863204,0.00427217
3869746,0.00025812
3870791,0.0249226
3870796,0.00251185
3871267,0.00606215
3871268,0.000537363
3874861,0.800448
3880236,0.199765
3880238,0.126318
3880366,0.00888791
3881690,0.0251342
3881691,0.000500677
3881725,0.0116958
3885219,0.79265
3887440,0.211987
3887441,0.0102647
3896311,0.0164078
3896701,0.0716312
3896702,0.00665476
3902023,0.00574587
3905957,0.000620418
3906347,0.196695
3907455,0.000466391
3908740,0.212509
3910485,0.199765
3910486,0.0068058
3922503,0.81745
3922765,0.000291848
3922766,0.108215
3924711,0.00477197
3924840,0.019955
3925718,0.199765
3926028,0.365952
3927781,0.0828083
3930259,0.782735
3931549,0.00218777
3932277,0.893921
3933438,0.0792826
3937733,0.960648
3943705,0.0013834
3948844,0.0228158
3951694,0.00779667
3952539,0.00456642
3955412,0.000789189
3958932,0.18599
3960373,0.241906
3960717,0.199765
3961337,0.0113453
3965534,0.354252
3965570,0.296438
3967259,0.000654613
3967260,0.320376
3967261,0.122499
3968691,0.199765
3968693,0.00259326
3971929,0.199765
3977430,0.891933
3977431,0.401912
3980132,0.013418
3981539,0.199765
3983301,0.000493583
3983310,0.314152
3985464,0.00699154
3985766,0.616414
3985768,0.579063
3990209,0.454961
3990211,0.0147138
3992641,0.00441531
3992644,0.266791
3992715,0.00938874
3993397,0.000965996
3993400,0.0321121
3995002,0.0544973
3997618,0.00512573
4026262,0.806981
4027853,0.000235282
4030994,0.0176601
4030996,0.0197533
4037199,0.0103898
4037201,0.0104806
4052857,0.00167432
4056246,0.143707
4056563,0.0181208
4057200,0.60386
4058806,0.00839537
4058813,0.0840891
4059886,0.0238902
4059890,0.0347707
4059901,0.0156744
4060785,0.0375729
4060959,0.033567
4064085,0.000135974
4064999,0.400521
4066695,0.420581
4066697,0.0873826
4076372,0.199765
4084038,0.0541004
4084118,0.895973
4085996,0.199765
4090900,0.0926509
4360113,0.0127726
4362335,0.00158595
4362336,0.0230337
4362365,0.199765
4369151,0.129032
4369152,0.000455175
4373788,0.00980014
4380076,0.0448694
4380965,0.714521
4381579,0.00293035
4383366,0.00134428
4391157,0.000766304
4391693,0.00642359
4394642,0.0178169
4394734,0.461906
4397081,0.00165447
4397085,0.163475
4423163,0.150995
4423165,0.00249728
4426669,0.230698
4430994,0.00137567
4433589,0.0014969
4436284,0.0068919
4442664,0.00812993
4446411,9.91967e-05
4459230,0.199765
4461620,0.00164383
4472822,0.000321272
4480320,0.94472
4480430,0.10117
4480432,0.000790017
4485883,0.0132203
4486160,0.12679
4491157,0.313586
4494394,0.0040644
4496032,0.0910036
4507944,0.00878453
4508496,0.00227943
4509243,0.694227
4510296,0.130454
4525999,0.000974404
4540026,0.0137186
4579729,0.050172
4588760,0.180499
4588761,0.157641
4592021,0.159351
4601059,0.00133669
4602041,0.752458
4614289,0.00833292
4614290,0.00522366
4614659,6.54926e-05
4614660,7.28328e-05
4614666,0.000153933
4614687,5.62939e-05
4614688,7.22025e-05
4614690,0.00012223
4614701,8.88133e-05
4616793,0.000956352
4621071,0.618461
4624714,0.0630015
4624716,0.159261
4641576,0.00145081
